Orthogroup	Athaliana_Araport11	Knitens_v1.1	Mpolymorpha_v6	Pmargaritaceum_v1	Ppatens_v3.3
OG0000046	AT3G22840, AT4G14690	kfl00110_0040, kfl00161_0070, kfl00161_0080, kfl00211_0160	Mp3g12510, Mp3g12530, Mp3g12550, Mp3g15080, Mp3g15090, Mp3g15970, Mp3g15980, Mp4g18550, Mp4g18560, Mp4g18570, Mp4g18580, Mp4g18590, Mp4g18610, Mp4g18620, Mp4g18630, Mp5g20350, Mp6g14540, Mp6g20750, Mp6g20760, Mp6g20770, Mp6g20780	pm000037g0190, pm018046g0010	Pp3c11_7280, Pp3c11_7980, Pp3c12_19450, Pp3c14_1480, Pp3c14_1501, Pp3c16_4900, Pp3c16_5010, Pp3c16_5060, Pp3c19_18250, Pp3c23_8530, Pp3c23_8550, Pp3c24_9670, Pp3c2_31380, Pp3c3_16620, Pp3c3_8090, Pp3c3_8110, Pp3c3_8130, Pp3c3_8150, Pp3c9_16700
OG0000048	AT1G01620, AT2G16850, AT2G37170, AT2G37180, AT2G39010, AT2G45960, AT3G53420, AT3G54820, AT3G61430, AT4G00430, AT4G23400, AT4G35100, AT5G60660	kfl00259_0180	Mp1g29040, Mp2g13930, Mp4g03020, Mp4g04440, Mp4g04460, Mp4g05930, Mp4g05940, Mp4g17210, MpUg00240, MpUg00250	pm013044g0010	Pp3c12_22530, Pp3c12_22590, Pp3c13_18810, Pp3c3_31900, Pp3c3_3230, Pp3c4_30220, Pp3c4_510, Pp3c8_7570
OG0000049	AT1G03920, AT1G30640, AT2G19400, AT2G20470, AT3G23310, AT4G14350, AT4G33080, AT5G09890	kfl00618_0030	Mp1g14130, Mp1g19640	pm000847g0030, pm001001g0090, pm007661g0020, pm010242g0010	Pp3c11_15300, Pp3c1_13600, Pp3c1_13640, Pp3c2_26270, Pp3c2_26320, Pp3c7_11060, Pp3c7_11080
OG0000050	AT1G09080, AT1G16030, AT1G56410, AT3G09440, AT3G12580, AT5G02490, AT5G02500, AT5G28540, AT5G42020	kfl00220_0085, kfl00416_0100, kfl00430_0080	Mp2g04890, Mp2g08350, Mp4g11410	pm001344g0030, pm001706g0030, pm001845g0010, pm002737g0030, pm004746g0020, pm004746g0030, pm006333g0010, pm006457g0010, pm007344g0020, pm007583g0020, pm007765g0010, pm008555g0020, pm009692g0040, pm010455g0010, pm012584g0020, pm012584g0030, pm012658g0010, pm013222g0010, pm013377g0010, pm014351g0020, pm022232g0010, pm029519g0010, pm065881g0010, pm066095g0010	Pp3c10_17310, Pp3c11_1010, Pp3c11_6620, Pp3c12_9300, Pp3c3_25750, Pp3c3_26570, Pp3c3_26590, Pp3c4_21500, Pp3c7_22170, Pp3c7_26760
OG0000051	AT1G10540, AT1G49960, AT1G60030, AT1G65550, AT2G05760, AT2G26510, AT2G27810, AT2G34190, AT4G38050, AT5G49990, AT5G62890	kfl00064_0040	Mp6g08300, Mp6g21520, Mp8g05640, Mp8g07270	pm001568g0160, pm026423g0010	Pp3c13_10930, Pp3c16_830, Pp3c16_840, Pp3c16_880, Pp3c21_20860, Pp3c25_7020, Pp3c3_22050, Pp3c3_8470, Pp3c5_14260, Pp3c5_142600, Pp3c5_142601
OG0000052	AT1G01340, AT1G15990, AT1G19780, AT2G23980, AT2G239800, AT2G24610, AT2G28260, AT3G17690, AT3G17700, AT4G01010, AT4G30360, AT4G30560, AT5G14870, AT5G53130, AT5G57940	kfl00018_0440, kfl00050_0210	Mp4g04110, Mp5g07780, Mp6g01920	pm000382g0100, pm012884g0020	Pp3c13_22730, Pp3c17_22030, Pp3c2_11890, Pp3c3_20390
OG0000054	AT1G03270, AT1G47330, AT2G14520, AT4G14230, AT4G14240, AT4G33700, AT5G52790	kfl00010_0470, kfl00740_0010, kfl00792_0060	Mp5g02440, Mp6g20190	pm003212g0040	Pp3c16_7930, Pp3c1_32750, Pp3c23_13310, Pp3c24_10130, Pp3c24_2610, Pp3c25_5260, Pp3c5_12990, Pp3c5_129900
OG0000055	AT1G18940, AT1G74780, AT1G80530, AT2G28120, AT2G34350, AT2G34355, AT2G39210, AT3G01930, AT5G14120	kfl00098_0310, kfl00126_0060, kfl00358_0140, kfl00450_0080, kfl00500_0020, kfl00580_0070	Mp1g26030, Mp3g06660, Mp5g19920, Mp6g00260, Mp6g03460	pm008221g0030, pm012274g0040, pm012277g0020, pm015323g0030, pm017984g0010, pm028130g0010, pm042129g0010, pm157440g0010	Pp3c12_7920, Pp3c13_2450, Pp3c18_22300, Pp3c19_7270, Pp3c19_72700, Pp3c20_11000, Pp3c22_4050, Pp3c3_17130
OG0000056	AT1G35140, AT2G17230, AT2G35150, AT4G08950, AT5G09440, AT5G51550, AT5G64260	kfl00194_0120	Mp2g07700, Mp6g18730, Mp6g18780, Mp7g05020, Mp7g05040, Mp7g05050, Mp7g05080, Mp7g05090, Mp7g05100, Mp7g05130, Mp7g19240, Mp7g19250	pm001093g0070, pm004652g0050, pm009814g0040, pm011374g0010, pm016919g0040, pm017290g0010, pm018834g0040, pm030313g0010, pm036134g0010, pm098035g0010	Pp3c12_6040, Pp3c13_12890, Pp3c15_1430, Pp3c17_10250, Pp3c18_22350, Pp3c18_22500, Pp3c2_12370, Pp3c2_12400, Pp3c2_280, Pp3c3_36100, Pp3c4_18280, Pp3c8_3540, Pp3c9_2150
OG0000057	AT1G01700, AT1G31650, AT1G52240, AT1G79860, AT2G45890, AT3G16130, AT3G24620, AT3G55660, AT4G00460, AT4G13240, AT4G38430, AT5G02010, AT5G05940, AT5G19560	kfl00051_0220, kfl00532_0010	Mp5g06550	pm001722g0030, pm002819g0010, pm003739g0010, pm005901g0010	Pp3c10_9910, Pp3c14_22480, Pp3c1_20, Pp3c1_36410, Pp3c2_28420, Pp3c2_4460
OG0000058	AT1G04160, AT1G04600, AT1G08730, AT1G17580, AT1G54560, AT2G20290, AT2G31900, AT2G33240, AT3G58160, AT4G28710, AT4G33200, AT5G20490, AT5G43900	kfl00001_0710	Mp8g04010	pm001526g0020, pm006081g0010, pm021522g0010, pm023870g0010, pm024794g0010	Pp3c15_24240, Pp3c9_25360
OG0000060	AT1G49240, AT2G37620, AT2G42090, AT2G42100, AT2G42170, AT3G12110, AT3G18780, AT3G46520, AT3G53750, AT5G09810, AT5G59370	kfl00726_0080	Mp6g10990, Mp6g11010, Mpzg00230	pm000872g0020, pm001528g0090, pm003168g0010, pm003438g0010, pm003438g0030, pm003736g0040, pm005571g0010, pm006437g0010, pm006577g0010, pm006577g0020, pm007780g0010, pm007780g0020, pm008186g0010, pm010890g0020, pm031714g0010, pm059345g0010, pm178406g0010	Pp3c10_17070, Pp3c10_17080, Pp3c12_24710, Pp3c12_24760, Pp3c3_33410, Pp3c3_33440, Pp3c4_6230, Pp3c4_6260
OG0000061	AT2G27980, AT2G36720, AT2G37520, AT3G53680	kfl00348_0080	Mp2g04330	pm001737g0070	Pp3c10_11240, Pp3c10_7690, Pp3c14_6650, Pp3c14_7890, Pp3c25_4970, Pp3c25_9550, Pp3c7_8630, Pp3c7_86300, Pp3c7_86301, Pp3c7_86302, Pp3c7_86303, Pp3c7_86304, Pp3c7_86305, Pp3c7_86306, Pp3c7_86307, Pp3c7_86308, Pp3c7_86309
OG0000063	AT1G51380, AT1G54270, AT1G72730, AT3G13920, AT3G19760	kfl00014_0100, kfl00844_0040	Mp2g02760, Mp4g09540	pm000716g0050, pm000745g0020, pm001730g0010, pm001991g0080, pm002465g0100, pm003533g0030, pm005686g0010, pm006852g0020, pm008878g0020, pm020073g0030, pm030325g0010, pm030675g0010, pm032403g0010	Pp3c11_22980, Pp3c19_19960, Pp3c21_9040, Pp3c22_4200, Pp3c5_28210, Pp3c6_1080, Pp3c7_3770, Pp3s93_30
OG0000064	AT1G05470, AT1G34120, AT2G01900, AT2G32010, AT2G37440, AT3G63240, AT5G04980, AT5G65090	kfl00194_0210	Mp1g23560	pm004358g0050, pm018728g0010	Pp3c18_13030, Pp3c18_130300, Pp3c19_21170, Pp3c21_6740, Pp3c22_8620, Pp3c27_3390, Pp3c27_33900, Pp3c27_33901, Pp3c27_33902, Pp3c27_33903, Pp3c27_33904, Pp3c27_33905, Pp3c27_33906, Pp3c27_33907, Pp3c27_33908, Pp3c27_33909
OG0000065	AT1G16010, AT1G80900, AT2G03620, AT3G19640, AT5G09690, AT5G096900, AT5G096901, AT5G096902, AT5G096903, AT5G096904, AT5G64560	kfl00400_0040, kfl00422_0060, kfl00730_0040, kfl00808_0050	Mp1g19320, Mp3g08530, Mp5g16000	pm005576g0010, pm014569g0060, pm025855g0020, pm028711g0010, pm081594g0010	Pp3c24_14620, Pp3c2_23840, Pp3c2_34940, Pp3c8_23170
OG0000066	AT1G60900, AT4G36690	kfl00054_0160	Mp6g18430, Mp6g18910	pm004114g0060, pm011212g0040, pm017717g0030	Pp3c10_9710, Pp3c14_9430, Pp3c17_14650, Pp3c25_5610, Pp3c6_9210
OG0000067	AT1G10450, AT1G24190, AT1G59890, AT1G70030, AT1G70060, AT3G01320, AT5G15020	kfl00311_0140	Mp3g02880, Mp5g20010, Mp6g11860	pm002303g0050, pm160066g0010	Pp3c24_13770, Pp3c24_16180, Pp3c24_19330, Pp3c8_14940, Pp3c8_17710, Pp3c8_19010
OG0000069	AT1G08090, AT1G08100, AT1G12940, AT3G45060, AT5G60770, AT5G60780	kfl00047_0080, kfl00164_0120	Mp4g16320, Mp4g22670, Mp4g22680, Mp4g22700, Mp4g22720, Mp4g22740, Mp4g22760, Mp4g22800, Mp4g22810, Mp4g22820, Mp4g22830, Mp4g22840, Mp4g22880, Mp5g07750, Mp5g10710, Mp5g10760, Mp5g10780, Mp5g10790, Mp7g09240, Mp8g04780, Mp8g04800, Mp8g18730	pm001348g0030, pm006351g0020, pm006351g0030, pm012871g0010	Pp3c16_10420, Pp3c19_10820, Pp3c19_10950, Pp3c19_21550, Pp3c22_21970, Pp3c22_21990, Pp3c22_5710, Pp3c22_9060, Pp3c7_13340
OG0000070	AT1G09200, AT1G13370, AT1G19890, AT1G75600, AT3G27360, AT4G40030, AT4G40040, AT5G10390, AT5G10400, AT5G10980, AT5G12910, AT5G65350, AT5G65360	kfl00240_g18, kfl00417_0090, kfl00509_0020	Mp3g07730, Mp3g09090, Mp3g11410, Mp3g22050, Mp7g10700, Mp7g10730, Mp7g16200, Mp7g18030	pm001378g0010, pm003255g0010, pm005477g0060, pm008713g0040, pm025617g0020, pm041297g0010, pm066949g0010	Pp3c18_12280, Pp3c18_12300, Pp3c18_14470, Pp3c18_14481, Pp3c1_20640, Pp3c1_20670, Pp3c20_8550, Pp3c22_4790, Pp3c22_8680, Pp3c23_15100, Pp3c24_11100, Pp3c24_13230, Pp3c27_7370, Pp3c3_37020, Pp3c8_2810
OG0000073	AT1G01580, AT1G01590, AT5G23980, AT5G23990, AT5G49730, AT5G49740	kfl00022_0280, kfl00384_0040	Mp1g07510, Mp1g14960, Mp1g25890, Mp3g20260, Mp5g00770, Mp5g00800, Mp5g00810, Mp5g00820, Mp5g00830, Mp5g00840, Mp5g07280, Mp5g07300, Mp5g11680, Mp6g11890, Mp6g11910, Mp6g12800, Mp6g13990, Mp6g14020	pm000532g0040, pm000532g0060, pm009991g0020, pm014980g0010	Pp3c11_1030, Pp3c16_11510, Pp3c17_11310, Pp3c27_2390, Pp3c9_40
OG0000075	AT1G06390, AT1G09840, AT1G098400, AT1G098401, AT1G57870, AT2G30980, AT3G05840, AT3G61160, AT4G00720, AT4G18710, AT5G14640, AT5G26751	kfl00359_0020	Mp7g04170	pm001591g0010, pm010771g0030, pm077747g0010	Pp3c12_11200, Pp3c13_8870, Pp3c26_3170, Pp3c26_3360, Pp3c3_11010, Pp3c4_23360, Pp3c4_23480
OG0000076	AT1G20823, AT1G49200, AT1G49210, AT1G49220, AT1G49230, AT1G76410, AT2G17450, AT2G35910, AT2G46160, AT3G10910, AT3G18773, AT3G61550, AT4G35480, AT4G38140, AT5G01880, AT5G05280, AT5G06490, AT5G07040	kfl00034_0310, kfl00066_0030, kfl00212_0070	Mp3g00390, Mp8g15250	pm000793g0010, pm001127g0090, pm001810g0030, pm003986g0050, pm006451g0020, pm008062g0020, pm008628g0020, pm009175g0020, pm009192g0010, pm015135g0010, pm022026g0010, pm022632g0010, pm024278g0010, pm024594g0010, pm025542g0010, pm025548g0010, pm029760g0020, pm035637g0010, pm036314g0010, pm066121g0010	Pp3c18_5860, Pp3c21_17280, Pp3c5_4170, Pp3c6_19030
OG0000078	AT1G22210, AT1G35910, AT1G78090, AT2G22190, AT4G12430, AT4G22590, AT4G39770, AT5G10100, AT5G51460, AT5G65140	kfl00421_0030	Mp1g08690	pm035918g0010, pm323819g0010	Pp3c10_13170, Pp3c10_23130, Pp3c12_20050, Pp3c3_22990, Pp3c3_25080, Pp3c3_250800, Pp3c3_250801, Pp3c3_250802, Pp3c3_250803, Pp3c4_11080, Pp3c4_20080
OG0000079	AT1G56230, AT2G22660, AT4G37900	kfl00011_0400, kfl00117_0100, kfl00264_0230	Mp1g14110, Mp1g29810, Mp3g10020, Mp3g10030, Mp4g04810, Mp6g10720, Mp6g11850, Mp6g11870	pm003990g0010, pm004276g0010, pm005921g0010	Pp3c10_15350, Pp3c14_14700, Pp3c1_29600, Pp3c21_5400, Pp3c25_8040, Pp3c9_20110
OG0000080	AT1G70430, AT1G79640, AT4G10730, AT4G24100, AT5G14720	kfl01173_0020	Mp8g10870	pm001942g0010	Pp3c11_1950, Pp3c11_19500, Pp3c11_19501, Pp3c11_19502, Pp3c11_19503, Pp3c11_19504, Pp3c11_19505, Pp3c11_19506, Pp3c11_19507, Pp3c11_19508, Pp3c11_19509, Pp3c4_10780, Pp3c4_15760, Pp3c7_24190
OG0000081	AT1G11960, AT1G32090, AT1G62320, AT3G01100, AT3G21620, AT4G02900, AT4G04340, AT4G15430, AT4G22120	kfl00029_0020, kfl00071_0140, kfl00319_0100, kfl00720_0050	Mp5g05890, Mp7g01840, Mp7g04480	pm005072g0010, pm005692g0020, pm016506g0010	Pp3c16_11420, Pp3c16_3450, Pp3c17_22430, Pp3c1_33380, Pp3c8_3900, Pp3c9_16680
OG0000082	AT1G13460, AT3G09880, AT3G21650, AT3G26020, AT3G26030, AT3G54930, AT4G15415, AT5G03470, AT5G25510	kfl00014_0070	Mp1g29380	pm000162g0060, pm018963g0010	Pp3c14_21060, Pp3c16_17970, Pp3c16_179700, Pp3c16_179701, Pp3c17_15560, Pp3c17_15690, Pp3c1_30380, Pp3c25_4390, Pp3c25_43900, Pp3c2_11020
OG0000083	AT1G22640, AT1G34670, AT1G35515, AT2G16720, AT3G01140, AT3G02940, AT3G13540, AT3G28470, AT3G61250, AT4G05100, AT4G09460, AT4G21440, AT4G22680, AT4G26930, AT4G34990, AT4G38620, AT5G14750, AT5G15310, AT5G16770, AT5G54230, AT5G56110	kfl00493_0040	Mp1g09420, Mp3g07510	pm012453g0010, pm017759g0010	Pp3c14_12390, Pp3c16_9970, Pp3c17_19780, Pp3c1_21610, Pp3c26_13600, Pp3c2_31770
OG0000085	AT1G12240, AT1G55120, AT1G62660, AT2G36190, AT3G13784, AT3G13790, AT3G52600, AT5G11920	kfl00010_0680, kfl00466_0120	Mp4g16290, Mp7g01300, Mp7g02630	pm006582g0050, pm007652g0010, pm016179g0010	Pp3c10_2720, Pp3c15_22540, Pp3c23_16290, Pp3c24_1570, Pp3c2_31490, Pp3c6_12660, Pp3c9_23650
OG0000086	AT1G22650, AT1G35580, AT1G56560, AT1G72000, AT3G05820, AT3G06500, AT4G09510, AT4G34860, AT5G22510	kfl00164_0180, kfl00563_0120	Mp2g25990, Mp3g02080, Mp4g15270, Mp7g01660	pm000848g0080, pm010749g0010, pm027876g0010	Pp3c10_23170, Pp3c10_2420, Pp3c12_12810, Pp3c16_15060, Pp3c17_13250, Pp3c3_25210, Pp3c4_10940, Pp3c6_27130
OG0000087	AT1G27320, AT2G01830, AT5G35750	kfl00095_0250, kfl00234_0040, kfl00331_0060, kfl00494_0060, kfl00542_0050, kfl00564_0090, kfl00875_0010, kfl00880_0020	Mp2g03050, Mp6g00310	pm101814g0010	Pp3c16_7610, Pp3c18_4620, Pp3c18_4650, Pp3c1_20050, Pp3c21_18040, Pp3c22_15240, Pp3c25_8540, Pp3c2_20110, Pp3c4_1360, Pp3c6_7030, Pp3c9_21840
OG0000089	AT2G16600, AT2G21130, AT2G29960, AT3G55920, AT3G56070, AT3G62030, AT4G34870, AT4G38740, AT5G13120, AT5G58710	kfl00016_0060, kfl00085_0400, kfl00133_0120	Mp1g21570, Mp2g15770, Mp7g15930	pm000578g0050, pm000771g0080, pm001924g0060, pm003278g0030, pm008584g0020, pm008830g0010, pm033293g0010, pm136747g0010	Pp3c13_22770, Pp3c1_32280, Pp3c22_15430, Pp3c23_2850, Pp3c24_16740, Pp3c24_9660, Pp3c8_17390
OG0000090	AT1G04820, AT1G50010, AT1G64740, AT4G14960, AT5G19770, AT5G19780	kfl00173_0240, kfl00203_0030, kfl00215_0160	Mp1g24530, Mp2g23500, Mp3g11780, Mp4g00550, Mp4g08430, Mp6g11660, Mp8g12620	pm008152g0030, pm011118g0030, pm019250g0040	Pp3c11_10370, Pp3c11_13690, Pp3c12_14250, Pp3c13_11460, Pp3c14_17800, Pp3c16_6220, Pp3c16_6240, Pp3c23_21870, Pp3c25_1010, Pp3c25_990, Pp3c3_5290, Pp3c4_1960, Pp3c4_2000, Pp3c9_24320
OG0000091	AT1G02890, AT1G64110, AT4G02480, AT4G24860, AT4G28000, AT5G52882	kfl00036_0350, kfl00036_0360, kfl00238_0170	Mp3g10920, Mp3g22890, Mp5g19800, Mp5g19850	pm011324g0010, pm029373g0020, pm056196g0010	Pp3c18_16010, Pp3c18_16014, Pp3c21_4860, Pp3c21_48600, Pp3c21_48601, Pp3c21_48602, Pp3c21_48603, Pp3c21_48604
OG0000092	AT1G27680, AT2G21590, AT4G39210, AT5G19220, AT5G48300	kfl00148_0080, kfl00208_0120	Mp1g15530, Mp2g11530, Mp4g10120, Mp4g20740	pm001922g0010, pm002913g0050, pm003003g0010, pm005506g0020, pm006174g0020, pm006843g0010, pm029776g0010	Pp3c11_5720, Pp3c11_8270, Pp3c14_12850, Pp3c17_13940, Pp3c19_8410, Pp3c1_3040, Pp3c1_31540, Pp3c2_35010, Pp3c7_20320, Pp3c7_20690, Pp3c7_22280, Pp3s127_20
OG0000094	AT2G25600, AT2G26650, AT3G02850, AT4G18290, AT4G22200, AT4G32500, AT4G32650, AT5G37500, AT5G46240	kfl00021_0370, kfl00119_0090	Mp2g04950, Mp5g22750	pm010702g0010, pm017428g0010, pm045264g0010	Pp3c18_16190, Pp3c1_560, Pp3c2_28940, Pp3c7_22600
OG0000095	AT1G04120, AT2G47800, AT3G13080, AT3G13090, AT3G13100, AT3G59140, AT3G60160, AT3G60970, AT3G62700	kfl00087_0010	Mp1g23430, Mp1g25480, Mp2g22040, Mp4g11930, Mp4g11950, Mp4g15590, Mp5g02230, Mp5g13190, Mp5g13220, Mp5g13230, Mp7g13400	pm001049g0010, pm001711g0080, pm003744g0080, pm009420g0030, pm041607g0010	Pp3c13_18050, Pp3c13_19960, Pp3c17_10760, Pp3c1_20660, Pp3c21_7530
OG0000096	AT1G06700, AT1G48210, AT1G48220, AT2G30730, AT2G30740, AT2G307400, AT2G307401, AT2G307402, AT2G307403, AT2G307404, AT2G307405, AT2G41970, AT2G43230, AT2G47060, AT3G17410, AT3G59350, AT3G62220	kfl00169_0040	Mp7g17560	pm001294g0010, pm006040g0010, pm021898g0010	Pp3c7_11260, Pp3c7_11290
OG0000098	AT1G18690, AT1G74380, AT3G62720, AT4G02500, AT5G07720	kfl00021_0300, kfl00101_0170, kfl00101_0180	Mp2g00460, Mp2g07920, Mp3g03490, Mp3g03520, Mp3g22310, Mp4g0958, Mp4g09580, Mp5g04120, Mp8g11830	pm000666g0020, pm006080g0050, pm006481g0010, pm007096g0040, pm017020g0010, pm020823g0020	Pp3c12_23460, Pp3c18_1170, Pp3c18_430, Pp3c18_6550, Pp3c21_22300, Pp3c23_380, Pp3c3_37150, Pp3c4_6640, Pp3c8_2850
OG0000099	AT1G20480, AT1G20500, AT1G20510, AT1G51680, AT1G62940, AT1G65060, AT3G21230, AT3G21240, AT4G05160	kfl00016_0470	Mp1g05060, Mp1g11670, Mp1g27780, Mp5g01200, Mp5g07170	pm002422g0010, pm006213g0020, pm012567g0010, pm014978g0030	Pp3c13_8490, Pp3c18_6360, Pp3c19_13170, Pp3c21_15460, Pp3c22_15350, Pp3c26_11730, Pp3c3_37980
OG0000100	AT1G25280, AT1G43640, AT1G47270, AT1G53320, AT1G76900, AT2G18280, AT2G47900, AT3G06380, AT5G18680	kfl00327_0070	Mp6g01640	pm000672g0060, pm001387g0030, pm017239g0010, pm019847g0010	Pp3c20_2160, Pp3c20_2190, Pp3c23_17770, Pp3c23_17890, Pp3c24_19540, Pp3c8_18450
OG0000102	AT1G08720, AT1G18160, AT1G67890, AT1G73660, AT3G06620, AT3G06640, AT4G23050, AT4G24480, AT5G03730, AT5G11850, AT5G49470	kfl00622_0040	Mp7g02280, Mp8g15630, Mp8g15840, Mp8g16320	pm000430g0040, pm000720g0030, pm001448g0110, pm002685g0010, pm011409g0030, pm024191g0020, pm027334g0030, pm027680g0020, pm030200g0020	Pp3c12_3550
OG0000103	AT1G22020, AT1G36370, AT4G13890, AT4G13930, AT4G32520, AT4G37930, AT5G26780	kfl00057_0140, kfl00133_0090, kfl00359_0090	Mp1g09830, Mp2g07660, Mp2g08370, Mp4g11800	pm000269g0020, pm000786g0040, pm000988g0010, pm001249g0050, pm002482g0040, pm002773g0020, pm003203g0030, pm003632g0050, pm006736g0010, pm007595g0010, pm008498g0030, pm008845g0070, pm008993g0030, pm009168g0020, pm014219g0010, pm016827g0010, pm020767g0010, pm023683g0030, pm026987g0010, pm027153g0010, pm029373g0010, pm094821g0010	Pp3c13_1080, Pp3c13_1100, Pp3c14_9630, Pp3c15_6270, Pp3c1_27990, Pp3c4_11810, Pp3c4_20570, Pp3c9_13200
OG0000104	AT1G10430, AT1G50370, AT1G59830, AT1G69960, AT2G42500, AT3G19980, AT3G58500, AT4G26720, AT5G55260	kfl00286_0150, kfl00415_0070, kfl00606_0100	Mp2g13820, Mp5g22560, Mp6g15310	pm001537g0020, pm001678g0050, pm007324g0020, pm009528g0010, pm010809g0010, pm010833g0020, pm030999g0010, pm053730g0020	Pp3c11_22240, Pp3c11_22244, Pp3c16_19120, Pp3c24_5950, Pp3c25_7000, Pp3c25_7010, Pp3c26_14290, Pp3c4_29410, Pp3c7_4490, Pp3c8_17660
OG0000105	AT1G17060, AT1G67110, AT2G26710, AT2G46950, AT2G46960, AT3G14610, AT3G14620, AT3G14630, AT3G14640, AT3G14650, AT3G14660, AT3G14680, AT3G14690, AT4G27710, AT5G38450	kfl00010_0080, kfl00161_0090, kfl00191_0130, kfl00468_0120, kfl00471_0090	Mp6g02020, Mp8g14340	pm000556g0010, pm001901g0010, pm004329g0040, pm004399g0020, pm004482g0030, pm012202g0010, pm013037g0020, pm014937g0010, pm015047g0010, pm021894g0010, pm078787g0010, pm188398g0010	Pp3c1_33340, Pp3c21_10970
OG0000107	AT2G28305, AT2G35990, AT2G37210, AT3G53450, AT4G35190, AT5G03270, AT5G06300, AT5G11950, AT5G26140	kfl00647_0030	Mp1g00270	pm006232g0010	Pp3c12_8430, Pp3c13_19580, Pp3c13_19630, Pp3c26_2730, Pp3c27_3060, Pp3c3_20740, Pp3c4_15150, Pp3c6_28650, Pp3c6_28670
OG0000108	AT3G12620, AT3G17090, AT3G51370, AT3G55050, AT4G33920, AT4G38520, AT5G02760, AT5G06750, AT5G66080	kfl00332_0120	Mp7g10100	pm000178g0040, pm002551g0020, pm005624g0050	Pp3c11_19280, Pp3c11_192800, Pp3c11_192801, Pp3c11_192802, Pp3c11_192803, Pp3c18_8650, Pp3c19_11780, Pp3c22_9120, Pp3c22_91200, Pp3c7_4850
OG0000110	AT1G01120, AT1G04220, AT1G19440, AT1G25450, AT1G68530, AT2G15090, AT2G16280, AT2G26250, AT2G26640, AT2G46720, AT3G10280, AT4G34250, AT4G34510, AT4G34520, AT5G43760	kfl00132_0240, kfl00169_0130	Mp1g06080, Mp2g20220, Mp2g20240	pm000887g0010, pm001063g0050, pm001458g0030	Pp3c10_2580, Pp3c14_21410, Pp3c15_22940, Pp3c1_26250, Pp3c1_37250, Pp3c2_16180, Pp3c2_4800, Pp3c3_31430, Pp3c8_1690, Pp3c8_6790, Pp3c9_19000
OG0000112	AT1G08880, AT1G51060, AT1G54690, AT3G20670, AT4G27230, AT5G02560, AT5G27670, AT5G54640, AT5G59870	kfl00099_g21, kfl00106_0030, kfl00125_0190	Mp2g00760, Mp3g00840, Mp3g02370, Mp4g21750, Mp5g19440	pm000430g0090, pm000691g0040, pm002123g0040, pm002192g0030, pm003219g0040, pm004716g0060, pm005356g0010, pm008328g0020, pm012568g0020, pm015369g0040, pm016317g0010, pm022096g0020, pm030510g0020, pm064757g0010	Pp3c10_13610, Pp3c10_16420, Pp3c3_22150, Pp3c3_30120, Pp3c4_4790, Pp3c4_5733, Pp3c5_1791, Pp3c5_1800, Pp3c6_29410
OG0000115	AT1G45160, AT1G48490, AT3G17850, AT5G62310	kfl00045_0110	Mp5g17640	pm003212g0030, pm003213g0100, pm015480g0030, pm028788g0010, pm101918g0010	Pp3c19_17830, Pp3c21_9360, Pp3c22_4930, Pp3c24_16310, Pp3c8_20800, Pp3c8_208000, Pp3c8_208001, Pp3c8_208002, Pp3c8_208003, Pp3c8_208004, Pp3c8_208005, Pp3c8_208006, Pp3c8_208007, Pp3c8_208008, Pp3c8_208009
OG0000116	AT1G49160, AT1G64630, AT3G04910, AT3G18750, AT3G22420, AT3G48260, AT3G51630, AT5G41990, AT5G55560, AT5G58350	kfl00056_0260, kfl00453_0070	Mp2g01980	pm000140g0160, pm008141g0020, pm020533g0020	Pp3c2_7700, Pp3c2_7760, Pp3c2_77600, Pp3c2_77601, Pp3c2_77602, Pp3c5_12370, Pp3c5_18060
OG0000117	AT1G01560, AT1G07880, AT1G10210, AT1G59580, AT2G18170, AT2G43790, AT2G46070, AT3G45640, AT3G59790, AT4G01370, AT4G11330, AT4G36450	kfl00099_0050, kfl00292_0030	Mp2g08950, Mp6g21400	pm000632g0010, pm004616g0020, pm004653g0010, pm020341g0010, pm044237g0010, pm203800g0010	Pp3c11_25140, Pp3c11_251400, Pp3c11_251401, Pp3c11_251402, Pp3c11_251403, Pp3c11_251404, Pp3c11_251405, Pp3c11_251406, Pp3c11_251407, Pp3c11_251408, Pp3c1_22480, Pp3c26_400, Pp3c7_4770
OG0000118	AT1G02000, AT2G45310, AT3G23820, AT4G00110, AT4G12250, AT4G30440	kfl00041_0200	Mp2g22610, Mp5g05540, Mp7g17210	pm005873g0010, pm006781g0010, pm008704g0010, pm012433g0010, pm043438g0010, pm106606g0010	Pp3c11_14370, Pp3c12_188900, Pp3c12_188901, Pp3c12_188902, Pp3c12_188903, Pp3c12_18890, Pp3c12_8990, Pp3c13_8670, Pp3c1_8080, Pp3c4_14450, Pp3c7_19260, Pp3c8_16150
OG0000119	AT1G19650, AT2G16380, AT2G18180, AT2G21540, AT4G34580, AT4G36490, AT4G39170, AT4G39180	kfl00133_0015, kfl00344_0110	Mp2g25030, Mp8g00830	pm009805g0010, pm021024g0010, pm031872g0010, pm182509g0010, pm267887g0010	Pp3c15_10500, Pp3c25_5880, Pp3c3_20900, Pp3c6_15520, Pp3c9_9050
